status_bucket,num_goals,language,avg_goal_difficulty,nav_hours,poverty_hours,total_hours_lost,lifetime_hours,lifetime_days
undocumented,1,en,12.0,32.1,726.3,758.4,15168.0,1896.0
permanent_resident,5,es,12.0,26.3,472.6,498.9,9978.0,1247.2
undocumented,3,es,11.67,34.3,1047.4,1081.7,21634.0,2704.2
DACA,3,es,13.0,32.2,693.3,725.5,14510.0,1813.8
DACA,4,es,10.5,26.1,708.9,735.0,14700.0,1837.5
undocumented,3,en,12.33,29.9,768.2,798.1,15962.0,1995.2
undocumented,3,es,14.67,45.4,961.4,1006.8,20136.0,2517.0
undocumented,5,es,12.0,37.6,1083.1,1120.7,22414.0,2801.8
DACA,5,en,12.0,23.5,516.9,540.4,10808.0,1351.0
undocumented,3,es,10.0,34.0,1058.6,1092.6,21852.0,2731.5
permanent_resident,2,en,11.5,15.4,345.8,361.2,7224.0,903.0
DACA,3,es,12.33,25.5,719.1,744.6,14892.0,1861.5
DACA,1,es,9.0,28.3,703.1,731.4,14628.0,1828.5
DACA,4,es,12.0,30.3,700.9,731.2,14624.0,1828.0
DACA,2,es,13.5,31.7,688.6,720.3,14406.0,1800.8
undocumented,1,en,14.0,33.2,783.1,816.3,16326.0,2040.8
citizen,2,es,12.5,32.4,372.9,405.3,8106.0,1013.2
DACA,4,es,12.0,27.6,685.2,712.8,14256.0,1782.0
citizen,2,es,16.0,21.0,395.0,416.0,8320.0,1040.0
DACA,2,es,11.5,30.1,666.9,697.0,13940.0,1742.5
citizen,2,es,13.0,17.4,347.1,364.5,7290.0,911.2
citizen,3,es,13.0,19.8,364.0,383.8,7676.0,959.5
permanent_resident,3,en,14.67,17.5,313.0,330.5,6610.0,826.2
undocumented,1,es,7.0,23.6,1091.9,1115.5,22310.0,2788.8
citizen,4,en,13.25,25.0,295.6,320.6,6412.0,801.5
citizen,2,es,16.0,26.6,347.9,374.5,7490.0,936.2
DACA,3,es,10.0,27.3,706.7,734.0,14680.0,1835.0
undocumented,1,en,14.0,41.1,719.4,760.5,15210.0,1901.2
citizen,3,es,9.33,15.8,396.6,412.4,8248.0,1031.0
citizen,5,en,12.0,1.0,273.3,274.3,5486.0,685.8
citizen,2,es,10.5,22.3,366.0,388.3,7766.0,970.8
permanent_resident,1,es,12.0,21.8,481.6,503.4,10068.0,1258.5
undocumented,2,es,9.5,32.4,1040.1,1072.5,21450.0,2681.2
citizen,5,en,12.0,10.1,262.9,273.0,5460.0,682.5
DACA,3,en,12.33,23.1,595.4,618.5,12370.0,1546.2
DACA,1,es,12.0,31.4,708.7,740.1,14802.0,1850.2
permanent_resident,4,es,10.5,23.1,482.8,505.9,10118.0,1264.8
DACA,1,en,12.0,19.9,478.1,498.0,9960.0,1245.0
undocumented,3,es,10.0,29.9,920.9,950.8,19016.0,2377.0
citizen,3,es,10.0,19.9,372.0,391.9,7838.0,979.8
undocumented,3,es,13.0,54.2,1053.4,1107.6,22152.0,2769.0
citizen,1,en,7.0,6.0,265.7,271.7,5434.0,679.2
citizen,5,es,12.0,21.0,367.3,388.3,7766.0,970.8
DACA,5,es,12.0,30.3,736.5,766.8,15336.0,1917.0
undocumented,1,es,9.0,31.7,1026.6,1058.3,21166.0,2645.8
permanent_resident,1,en,9.0,13.6,308.4,322.0,6440.0,805.0
citizen,1,en,18.0,15.0,265.8,280.8,5616.0,702.0
permanent_resident,1,es,18.0,36.5,493.1,529.6,10592.0,1324.0
DACA,1,en,7.0,14.8,524.7,539.5,10790.0,1348.8
DACA,5,en,12.0,32.0,359.1,391.1,7822.0,977.8
DACA,4,es,13.25,33.7,707.1,740.8,14816.0,1852.0
citizen,4,en,12.0,26.8,214.7,241.5,4830.0,603.8
citizen,1,en,9.0,10.7,265.8,276.5,5530.0,691.2
permanent_resident,2,es,11.5,27.6,478.7,506.3,10126.0,1265.8
permanent_resident,1,es,18.0,38.6,612.5,651.1,13022.0,1627.8
undocumented,2,es,11.5,35.8,1056.1,1091.9,21838.0,2729.8
citizen,1,es,14.0,23.3,386.1,409.4,8188.0,1023.5
DACA,1,en,14.0,24.1,490.6,514.7,10294.0,1286.8
citizen,3,en,13.0,20.8,295.9,316.7,6334.0,791.8
citizen,3,es,11.0,17.7,379.9,397.6,7952.0,994.0
DACA,4,es,11.5,33.5,705.5,739.0,14780.0,1847.5
DACA,2,es,13.5,32.3,666.6,698.9,13978.0,1747.2
DACA,3,es,11.67,26.0,734.7,760.7,15214.0,1901.8
citizen,3,en,10.0,12.4,255.8,268.2,5364.0,670.5
undocumented,4,en,10.5,26.9,746.3,773.2,15464.0,1933.0
undocumented,3,es,9.33,27.0,1021.8,1048.8,20976.0,2622.0
citizen,2,en,10.5,11.9,245.0,256.9,5138.0,642.2
DACA,1,en,7.0,1.0,526.5,527.5,10550.0,1318.8
DACA,4,es,10.5,13.7,711.5,725.2,14504.0,1813.0
citizen,2,es,10.5,22.5,356.8,379.3,7586.0,948.2
permanent_resident,3,es,13.0,22.6,464.8,487.4,9748.0,1218.5
permanent_resident,4,es,12.0,20.2,461.1,481.3,9626.0,1203.2
permanent_resident,5,es,12.0,23.2,453.0,476.2,9524.0,1190.5
DACA,2,es,16.0,38.7,714.6,753.3,15066.0,1883.2
DACA,2,en,13.5,26.7,500.5,527.2,10544.0,1318.0
DACA,1,en,14.0,30.3,521.8,552.1,11042.0,1380.2
DACA,3,en,9.33,19.5,529.0,548.5,10970.0,1371.2
citizen,3,es,14.67,23.4,395.4,418.8,8376.0,1047.0
permanent_resident,3,en,9.33,14.6,338.2,352.8,7056.0,882.0
DACA,5,en,12.0,25.0,494.8,519.8,10396.0,1299.5
undocumented,5,es,12.0,34.9,1041.7,1076.6,21532.0,2691.5
permanent_resident,4,en,12.0,12.7,325.9,338.6,6772.0,846.5
permanent_resident,4,es,12.0,20.6,501.0,521.6,10432.0,1304.0
undocumented,1,en,12.0,28.9,779.5,808.4,16168.0,2021.0
DACA,3,es,13.67,34.0,762.6,796.6,15932.0,1991.5
DACA,2,en,9.5,14.4,498.8,513.2,10264.0,1283.0
DACA,1,en,14.0,27.0,628.6,655.6,13112.0,1639.0
permanent_resident,5,en,12.0,16.3,325.8,342.1,6842.0,855.2
DACA,2,en,16.0,24.0,497.1,521.1,10422.0,1302.8
permanent_resident,1,en,7.0,10.7,347.4,358.1,7162.0,895.2
permanent_resident,4,es,12.0,26.4,481.1,507.5,10150.0,1268.8
DACA,1,en,14.0,32.3,500.1,532.4,10648.0,1331.0
undocumented,3,es,13.0,38.8,1071.9,1110.7,22214.0,2776.8
undocumented,1,es,18.0,49.1,1076.7,1125.8,22516.0,2814.5
citizen,5,en,12.0,14.2,230.8,245.0,4900.0,612.5
undocumented,1,en,14.0,28.9,827.9,856.8,17136.0,2142.0
DACA,1,es,9.0,20.1,731.0,751.1,15022.0,1877.8
permanent_resident,2,es,12.5,22.1,443.7,465.8,9316.0,1164.5
permanent_resident,2,en,13.5,15.1,357.0,372.1,7442.0,930.2
DACA,2,en,10.5,27.1,457.5,484.6,9692.0,1211.5
DACA,4,es,12.75,31.3,685.9,717.2,14344.0,1793.0
DACA,5,en,12.0,21.1,511.9,533.0,10660.0,1332.5
undocumented,4,en,13.25,32.1,751.7,783.8,15676.0,1959.5
citizen,1,en,12.0,10.3,288.9,299.2,5984.0,748.0
citizen,2,es,11.5,22.7,396.9,419.6,8392.0,1049.0
permanent_resident,1,es,9.0,20.2,494.4,514.6,10292.0,1286.5
permanent_resident,2,es,8.0,18.7,491.6,510.3,10206.0,1275.8
permanent_resident,2,es,13.0,14.2,470.7,484.9,9698.0,1212.2
permanent_resident,3,en,13.0,17.7,328.6,346.3,6926.0,865.8
undocumented,2,en,10.5,23.0,728.3,751.3,15026.0,1878.2
undocumented,3,en,11.67,35.8,745.7,781.5,15630.0,1953.8
undocumented,2,en,9.5,24.2,750.5,774.7,15494.0,1936.8
citizen,1,en,14.0,14.2,275.0,289.2,5784.0,723.0
permanent_resident,2,es,9.5,17.2,469.9,487.1,9742.0,1217.8
permanent_resident,3,es,11.0,20.0,482.9,502.9,10058.0,1257.2
citizen,1,es,9.0,18.5,349.8,368.3,7366.0,920.8
citizen,1,en,12.0,11.6,253.6,265.2,5304.0,663.0
undocumented,2,en,16.0,39.9,748.9,788.8,15776.0,1972.0
DACA,2,es,13.0,28.9,682.1,711.0,14220.0,1777.5
DACA,3,es,13.0,28.5,724.8,753.3,15066.0,1883.2
undocumented,2,en,16.0,36.8,755.2,792.0,15840.0,1980.0
undocumented,5,es,12.0,36.3,1041.6,1077.9,21558.0,2694.8
citizen,2,en,9.5,13.5,213.4,226.9,4538.0,567.2
permanent_resident,1,en,14.0,21.6,363.6,385.2,7704.0,963.0
permanent_resident,2,en,13.0,15.7,362.5,378.2,7564.0,945.5
permanent_resident,2,es,11.5,22.2,500.0,522.2,10444.0,1305.5
DACA,2,en,10.5,19.9,550.4,570.3,11406.0,1425.8
permanent_resident,2,es,11.5,18.2,477.3,495.5,9910.0,1238.8
undocumented,2,es,9.5,40.0,1054.4,1094.4,21888.0,2736.0
DACA,3,en,13.0,18.7,413.4,432.1,8642.0,1080.2
DACA,2,es,9.5,23.6,725.6,749.2,14984.0,1873.0
undocumented,3,es,14.67,38.7,1040.0,1078.7,21574.0,2696.8
DACA,1,es,7.0,30.7,713.9,744.6,14892.0,1861.5
citizen,5,en,12.0,16.8,201.3,218.1,4362.0,545.2
undocumented,5,es,12.0,35.0,1050.6,1085.6,21712.0,2714.0
undocumented,2,es,13.0,45.1,1010.5,1055.6,21112.0,2639.0
citizen,1,en,12.0,10.3,278.3,288.6,5772.0,721.5
undocumented,2,en,13.5,32.1,768.5,800.6,16012.0,2001.5
citizen,5,en,12.0,3.6,239.6,243.2,4864.0,608.0
permanent_resident,2,en,9.5,7.7,368.8,376.5,7530.0,941.2
undocumented,3,es,14.67,42.6,1041.2,1083.8,21676.0,2709.5
citizen,3,en,11.33,18.3,242.7,261.0,5220.0,652.5
citizen,2,es,13.5,19.6,424.5,444.1,8882.0,1110.2
citizen,1,en,7.0,11.1,266.9,278.0,5560.0,695.0
citizen,3,es,14.67,26.6,386.8,413.4,8268.0,1033.5
citizen,4,es,13.25,18.3,336.2,354.5,7090.0,886.2
citizen,3,en,12.33,12.0,343.0,355.0,7100.0,887.5
DACA,5,es,12.0,31.4,660.5,691.9,13838.0,1729.8
citizen,3,es,11.67,21.3,360.3,381.6,7632.0,954.0
DACA,2,en,16.0,20.7,516.8,537.5,10750.0,1343.8
permanent_resident,2,es,11.5,21.3,468.5,489.8,9796.0,1224.5
citizen,2,es,13.0,17.9,384.1,402.0,8040.0,1005.0
citizen,2,en,10.5,10.0,251.6,261.6,5232.0,654.0
permanent_resident,2,en,16.0,18.0,364.3,382.3,7646.0,955.8
citizen,2,es,16.0,29.7,368.4,398.1,7962.0,995.2
undocumented,1,en,18.0,38.8,693.7,732.5,14650.0,1831.2
undocumented,1,en,18.0,37.2,754.8,792.0,15840.0,1980.0
DACA,3,es,11.67,27.0,706.9,733.9,14678.0,1834.8
DACA,2,es,8.0,24.4,681.8,706.2,14124.0,1765.5
DACA,3,es,11.33,26.4,756.8,783.2,15664.0,1958.0
permanent_resident,5,es,12.0,7.3,503.0,510.3,10206.0,1275.8
citizen,1,en,9.0,10.3,272.4,282.7,5654.0,706.8
undocumented,5,es,12.0,42.0,1051.4,1093.4,21868.0,2733.5
citizen,3,en,11.67,15.4,259.8,275.2,5504.0,688.0
citizen,5,en,12.0,13.9,260.6,274.5,5490.0,686.2
citizen,1,en,18.0,19.4,348.7,368.1,7362.0,920.2
DACA,2,es,15.0,33.3,718.0,751.3,15026.0,1878.2
DACA,2,es,8.0,23.1,703.7,726.8,14536.0,1817.0
DACA,4,es,13.25,29.8,688.0,717.8,14356.0,1794.5
permanent_resident,2,en,12.5,16.7,350.2,366.9,7338.0,917.2
citizen,2,en,11.5,9.3,292.5,301.8,6036.0,754.5
undocumented,3,en,9.33,24.9,755.0,779.9,15598.0,1949.8
undocumented,1,es,18.0,46.8,1040.1,1086.9,21738.0,2717.2
permanent_resident,2,es,10.5,19.7,478.6,498.3,9966.0,1245.8
citizen,2,en,13.0,12.5,277.6,290.1,5802.0,725.2
citizen,3,es,11.0,18.0,399.4,417.4,8348.0,1043.5
undocumented,2,en,13.0,32.0,744.0,776.0,15520.0,1940.0
citizen,3,en,13.0,10.0,277.0,287.0,5740.0,717.5
citizen,2,es,16.0,29.5,380.3,409.8,8196.0,1024.5
citizen,3,es,11.33,21.4,405.8,427.2,8544.0,1068.0
DACA,4,es,13.25,32.7,703.3,736.0,14720.0,1840.0
undocumented,3,en,11.0,31.6,739.4,771.0,15420.0,1927.5
DACA,3,en,11.33,14.5,559.0,573.5,11470.0,1433.8
DACA,1,es,7.0,23.0,723.2,746.2,14924.0,1865.5
undocumented,2,en,11.5,28.3,673.9,702.2,14044.0,1755.5
citizen,5,en,12.0,14.8,284.7,299.5,5990.0,748.8
permanent_resident,4,es,13.25,22.1,480.3,502.4,10048.0,1256.0
citizen,1,en,14.0,16.8,264.2,281.0,5620.0,702.5
citizen,4,en,10.5,7.4,281.6,289.0,5780.0,722.5
citizen,2,en,10.5,9.7,231.8,241.5,4830.0,603.8
DACA,3,es,13.67,43.9,707.6,751.5,15030.0,1878.8
citizen,1,en,12.0,16.5,254.3,270.8,5416.0,677.0
citizen,3,es,11.0,17.4,376.4,393.8,7876.0,984.5
permanent_resident,2,en,15.0,21.6,346.9,368.5,7370.0,921.2
permanent_resident,1,es,7.0,18.7,472.5,491.2,9824.0,1228.0
DACA,3,en,14.67,29.1,517.4,546.5,10930.0,1366.2
citizen,4,en,12.75,12.5,248.4,260.9,5218.0,652.2
citizen,2,en,13.5,14.1,271.1,285.2,5704.0,713.0
citizen,5,en,12.0,10.9,252.5,263.4,5268.0,658.5
permanent_resident,1,en,12.0,18.3,298.0,316.3,6326.0,790.8
DACA,5,en,12.0,19.2,500.4,519.6,10392.0,1299.0
citizen,3,es,11.33,18.8,379.1,397.9,7958.0,994.8
permanent_resident,1,en,7.0,10.3,367.4,377.7,7554.0,944.2
permanent_resident,4,en,13.25,15.3,381.3,396.6,7932.0,991.5
permanent_resident,2,en,10.5,11.7,339.9,351.6,7032.0,879.0
citizen,2,en,9.5,12.3,263.7,276.0,5520.0,690.0
DACA,5,en,12.0,21.5,521.1,542.6,10852.0,1356.5
undocumented,1,en,18.0,44.3,748.7,793.0,15860.0,1982.5
citizen,3,en,11.0,1.0,275.0,276.0,5520.0,690.0
undocumented,3,es,12.33,38.8,1081.1,1119.9,22398.0,2799.8
DACA,3,es,13.0,29.5,748.0,777.5,15550.0,1943.8
citizen,3,en,12.33,13.9,274.9,288.8,5776.0,722.0
undocumented,2,es,8.0,37.8,1049.0,1086.8,21736.0,2717.0
permanent_resident,2,en,13.0,20.5,327.4,347.9,6958.0,869.8
undocumented,5,en,12.0,26.6,744.7,771.3,15426.0,1928.2
permanent_resident,3,en,14.67,19.6,348.5,368.1,7362.0,920.2
undocumented,2,es,13.0,32.6,1099.5,1132.1,22642.0,2830.2
undocumented,3,es,11.0,35.4,1041.4,1076.8,21536.0,2692.0
permanent_resident,1,es,12.0,22.4,466.9,489.3,9786.0,1223.2
undocumented,3,es,13.0,39.4,1048.2,1087.6,21752.0,2719.0
permanent_resident,2,en,16.0,21.3,342.6,363.9,7278.0,909.8
DACA,1,en,12.0,28.8,431.7,460.5,9210.0,1151.2
permanent_resident,3,en,11.33,14.3,327.4,341.7,6834.0,854.2
citizen,3,es,9.33,19.2,364.6,383.8,7676.0,959.5
undocumented,5,en,12.0,23.1,738.9,762.0,15240.0,1905.0
citizen,3,en,10.0,12.2,271.4,283.6,5672.0,709.0
undocumented,5,en,12.0,22.8,739.7,762.5,15250.0,1906.2
permanent_resident,1,es,18.0,31.9,480.8,512.7,10254.0,1281.8
permanent_resident,5,es,12.0,21.9,578.7,600.6,12012.0,1501.5
DACA,2,es,11.5,27.9,687.7,715.6,14312.0,1789.0
DACA,3,en,13.0,20.2,487.2,507.4,10148.0,1268.5
DACA,5,es,12.0,30.9,671.1,702.0,14040.0,1755.0
permanent_resident,3,es,11.33,22.8,503.1,525.9,10518.0,1314.8
citizen,2,en,10.5,10.9,269.1,280.0,5600.0,700.0
citizen,3,es,13.67,18.7,410.1,428.8,8576.0,1072.0
permanent_resident,2,es,15.0,28.1,453.4,481.5,9630.0,1203.8
citizen,3,es,11.0,20.6,377.8,398.4,7968.0,996.0
permanent_resident,5,es,12.0,21.6,445.1,466.7,9334.0,1166.8
undocumented,3,en,13.0,27.0,750.2,777.2,15544.0,1943.0
citizen,1,en,9.0,6.5,265.7,272.2,5444.0,680.5
DACA,4,es,11.5,28.2,702.9,731.1,14622.0,1827.8
DACA,1,en,18.0,33.8,446.5,480.3,9606.0,1200.8
DACA,2,en,15.0,27.6,543.1,570.7,11414.0,1426.8
undocumented,3,es,10.0,33.7,1019.4,1053.1,21062.0,2632.8
DACA,3,es,9.33,38.9,688.7,727.6,14552.0,1819.0
DACA,1,en,14.0,25.9,521.1,547.0,10940.0,1367.5
DACA,3,es,13.0,30.1,681.9,712.0,14240.0,1780.0
undocumented,3,es,13.67,40.9,1042.6,1083.5,21670.0,2708.8
citizen,5,en,12.0,11.1,249.5,260.6,5212.0,651.5
DACA,1,es,12.0,29.8,702.1,731.9,14638.0,1829.8
citizen,2,es,13.0,18.9,388.7,407.6,8152.0,1019.0
citizen,1,en,9.0,11.1,185.2,196.3,3926.0,490.8
permanent_resident,3,es,10.0,19.5,491.9,511.4,10228.0,1278.5
DACA,3,es,10.0,24.3,780.2,804.5,16090.0,2011.2
undocumented,4,es,11.5,27.7,1008.0,1035.7,20714.0,2589.2
DACA,1,en,14.0,28.3,473.7,502.0,10040.0,1255.0
undocumented,4,en,10.5,27.0,735.5,762.5,15250.0,1906.2
DACA,1,en,18.0,31.9,528.6,560.5,11210.0,1401.2
undocumented,1,en,7.0,24.6,738.2,762.8,15256.0,1907.0
DACA,4,en,12.0,17.8,522.8,540.6,10812.0,1351.5
citizen,5,es,12.0,20.8,388.8,409.6,8192.0,1024.0
DACA,2,en,12.5,19.7,496.9,516.6,10332.0,1291.5
undocumented,5,en,12.0,30.7,754.1,784.8,15696.0,1962.0
citizen,1,en,18.0,17.6,262.6,280.2,5604.0,700.5
permanent_resident,2,en,13.5,19.0,333.0,352.0,7040.0,880.0
citizen,3,es,13.67,25.0,429.6,454.6,9092.0,1136.5
DACA,3,en,11.67,12.8,492.9,505.7,10114.0,1264.2
permanent_resident,3,en,11.0,17.2,282.4,299.6,5992.0,749.0
DACA,3,es,11.67,32.0,675.6,707.6,14152.0,1769.0
permanent_resident,2,en,16.0,18.2,336.0,354.2,7084.0,885.5
permanent_resident,4,en,12.0,19.2,327.8,347.0,6940.0,867.5
DACA,1,en,14.0,28.4,555.2,583.6,11672.0,1459.0
DACA,2,en,10.5,16.4,531.1,547.5,10950.0,1368.8
undocumented,3,en,13.0,26.4,751.8,778.2,15564.0,1945.5
undocumented,4,es,12.0,35.0,1040.6,1075.6,21512.0,2689.0
permanent_resident,1,en,9.0,10.5,373.2,383.7,7674.0,959.2
DACA,3,en,13.0,22.4,550.9,573.3,11466.0,1433.2
DACA,2,es,11.5,28.9,665.5,694.4,13888.0,1736.0
citizen,1,en,7.0,16.3,289.1,305.4,6108.0,763.5
permanent_resident,3,en,13.67,18.5,348.3,366.8,7336.0,917.0
DACA,2,es,11.5,27.2,696.7,723.9,14478.0,1809.8
permanent_resident,2,en,13.0,12.8,343.4,356.2,7124.0,890.5
undocumented,3,en,10.0,25.5,779.1,804.6,16092.0,2011.5
permanent_resident,1,es,7.0,17.3,442.1,459.4,9188.0,1148.5
undocumented,1,en,7.0,21.3,742.1,763.4,15268.0,1908.5
undocumented,3,en,13.67,24.7,751.0,775.7,15514.0,1939.2
DACA,3,en,11.33,16.6,518.0,534.6,10692.0,1336.5
undocumented,5,es,12.0,36.7,1041.7,1078.4,21568.0,2696.0
DACA,5,en,12.0,17.3,413.0,430.3,8606.0,1075.8
DACA,2,en,15.0,28.2,504.8,533.0,10660.0,1332.5
citizen,5,es,12.0,22.2,362.9,385.1,7702.0,962.8
DACA,4,es,12.75,31.8,726.7,758.5,15170.0,1896.2
DACA,4,en,12.75,26.1,494.6,520.7,10414.0,1301.8
undocumented,5,es,12.0,33.3,1048.6,1081.9,21638.0,2704.8
undocumented,3,en,11.67,29.7,763.4,793.1,15862.0,1982.8
DACA,4,es,13.25,34.4,708.5,742.9,14858.0,1857.2
permanent_resident,3,es,13.0,25.8,478.6,504.4,10088.0,1261.0
permanent_resident,1,en,14.0,21.0,341.7,362.7,7254.0,906.8
undocumented,1,es,14.0,40.1,1048.5,1088.6,21772.0,2721.5
permanent_resident,2,es,15.0,26.0,472.9,498.9,9978.0,1247.2
citizen,1,en,18.0,17.2,309.6,326.8,6536.0,817.0
citizen,1,es,7.0,10.2,402.4,412.6,8252.0,1031.5
citizen,4,es,10.5,18.1,377.0,395.1,7902.0,987.8
permanent_resident,3,en,10.0,16.9,359.2,376.1,7522.0,940.2
permanent_resident,5,es,12.0,20.7,487.9,508.6,10172.0,1271.5
DACA,3,en,13.0,29.1,598.9,628.0,12560.0,1570.0
permanent_resident,1,en,9.0,14.1,376.2,390.3,7806.0,975.8
citizen,2,en,13.0,20.3,260.1,280.4,5608.0,701.0
DACA,1,en,18.0,46.9,504.1,551.0,11020.0,1377.5
undocumented,2,en,10.5,20.9,611.1,632.0,12640.0,1580.0
undocumented,4,en,10.5,22.9,744.0,766.9,15338.0,1917.2
citizen,1,en,18.0,18.2,262.9,281.1,5622.0,702.8
undocumented,1,en,12.0,29.2,729.5,758.7,15174.0,1896.8
DACA,3,es,13.0,26.0,723.7,749.7,14994.0,1874.2
undocumented,3,en,13.0,35.1,710.3,745.4,14908.0,1863.5
permanent_resident,3,en,13.67,21.1,345.1,366.2,7324.0,915.5
DACA,3,en,13.0,21.8,438.4,460.2,9204.0,1150.5
permanent_resident,3,en,13.0,16.2,290.7,306.9,6138.0,767.2
citizen,1,es,12.0,21.9,378.2,400.1,8002.0,1000.2
DACA,3,es,11.33,28.1,784.0,812.1,16242.0,2030.2
undocumented,3,en,9.33,23.6,738.0,761.6,15232.0,1904.0
DACA,3,en,13.67,27.2,493.6,520.8,10416.0,1302.0
undocumented,2,en,12.5,16.1,755.8,771.9,15438.0,1929.8
citizen,2,en,13.0,18.1,279.4,297.5,5950.0,743.8
citizen,1,en,14.0,15.3,261.5,276.8,5536.0,692.0
DACA,2,es,13.0,30.7,674.2,704.9,14098.0,1762.2
citizen,4,en,11.5,8.0,238.5,246.5,4930.0,616.2
DACA,3,en,13.0,23.0,494.1,517.1,10342.0,1292.8
citizen,2,en,10.5,16.6,274.7,291.3,5826.0,728.2
undocumented,2,en,10.5,25.1,744.0,769.1,15382.0,1922.8
permanent_resident,2,es,11.5,18.6,474.8,493.4,9868.0,1233.5
undocumented,1,en,12.0,27.6,730.9,758.5,15170.0,1896.2
undocumented,2,en,16.0,38.0,743.4,781.4,15628.0,1953.5
DACA,4,es,10.5,23.1,708.4,731.5,14630.0,1828.8
undocumented,2,en,15.0,31.4,756.1,787.5,15750.0,1968.8
citizen,1,es,9.0,19.0,431.3,450.3,9006.0,1125.8
undocumented,3,en,11.0,23.0,723.9,746.9,14938.0,1867.2
permanent_resident,2,es,9.5,24.7,497.9,522.6,10452.0,1306.5
DACA,3,es,9.33,25.7,706.8,732.5,14650.0,1831.2
DACA,3,en,11.33,18.7,512.9,531.6,10632.0,1329.0
DACA,3,en,9.33,17.6,471.8,489.4,9788.0,1223.5
permanent_resident,4,en,12.75,19.4,266.8,286.2,5724.0,715.5
undocumented,3,en,13.67,34.1,751.3,785.4,15708.0,1963.5
DACA,4,en,12.0,20.8,502.9,523.7,10474.0,1309.2
DACA,5,es,12.0,25.9,703.4,729.3,14586.0,1823.2
undocumented,1,en,7.0,20.4,770.4,790.8,15816.0,1977.0
DACA,2,en,9.5,22.7,512.2,534.9,10698.0,1337.2
citizen,1,en,18.0,12.0,278.1,290.1,5802.0,725.2
citizen,2,en,15.0,15.9,261.2,277.1,5542.0,692.8
permanent_resident,3,en,14.67,3.5,335.7,339.2,6784.0,848.0
citizen,1,es,12.0,14.1,375.8,389.9,7798.0,974.8
permanent_resident,3,es,14.67,24.5,455.4,479.9,9598.0,1199.8
DACA,1,es,12.0,30.3,684.6,714.9,14298.0,1787.2
DACA,5,en,12.0,22.4,511.8,534.2,10684.0,1335.5
undocumented,2,en,8.0,17.5,738.9,756.4,15128.0,1891.0
citizen,1,en,7.0,11.3,252.4,263.7,5274.0,659.2
undocumented,1,es,7.0,21.9,1069.2,1091.1,21822.0,2727.8
DACA,1,es,18.0,39.4,698.2,737.6,14752.0,1844.0
DACA,3,es,13.67,44.1,687.0,731.1,14622.0,1827.8
undocumented,4,en,13.25,36.8,752.7,789.5,15790.0,1973.8
citizen,1,es,14.0,19.7,358.5,378.2,7564.0,945.5
citizen,3,en,13.0,7.6,271.7,279.3,5586.0,698.2
citizen,1,es,18.0,25.4,375.6,401.0,8020.0,1002.5
DACA,5,en,12.0,12.3,544.1,556.4,11128.0,1391.0
citizen,2,en,8.0,4.8,250.2,255.0,5100.0,637.5
permanent_resident,4,en,10.5,13.8,348.2,362.0,7240.0,905.0
DACA,5,en,12.0,25.2,524.3,549.5,10990.0,1373.8
citizen,1,es,9.0,15.6,375.2,390.8,7816.0,977.0
DACA,5,en,12.0,20.8,518.5,539.3,10786.0,1348.2
citizen,2,en,16.0,20.0,229.8,249.8,4996.0,624.5
DACA,3,en,9.33,18.4,479.8,498.2,9964.0,1245.5
DACA,5,es,12.0,21.9,694.5,716.4,14328.0,1791.0
citizen,1,en,7.0,9.1,272.1,281.2,5624.0,703.0
citizen,5,en,12.0,15.1,319.5,334.6,6692.0,836.5
DACA,2,en,10.5,20.0,518.7,538.7,10774.0,1346.8
citizen,1,en,7.0,9.1,267.5,276.6,5532.0,691.5
citizen,2,en,12.5,10.8,261.9,272.7,5454.0,681.8
undocumented,3,es,13.0,35.4,1019.2,1054.6,21092.0,2636.5
citizen,5,en,12.0,7.6,253.7,261.3,5226.0,653.2
DACA,3,en,11.0,22.6,452.2,474.8,9496.0,1187.0
DACA,2,es,8.0,26.4,710.3,736.7,14734.0,1841.8
citizen,1,es,7.0,14.2,369.2,383.4,7668.0,958.5
DACA,3,en,11.67,19.5,499.6,519.1,10382.0,1297.8
permanent_resident,1,es,7.0,12.7,496.0,508.7,10174.0,1271.8
citizen,4,en,12.0,7.6,277.2,284.8,5696.0,712.0
undocumented,4,es,12.75,45.9,1060.6,1106.5,22130.0,2766.2
DACA,4,en,10.5,18.5,496.7,515.2,10304.0,1288.0
undocumented,3,en,13.67,17.7,774.4,792.1,15842.0,1980.2
citizen,3,en,13.0,8.0,247.2,255.2,5104.0,638.0
DACA,3,en,13.67,29.0,519.4,548.4,10968.0,1371.0
undocumented,3,en,10.0,22.7,766.5,789.2,15784.0,1973.0
DACA,3,en,11.0,24.2,519.2,543.4,10868.0,1358.5
citizen,4,en,12.75,15.2,278.5,293.7,5874.0,734.2
citizen,3,es,12.33,22.2,390.6,412.8,8256.0,1032.0
DACA,5,es,12.0,27.4,710.3,737.7,14754.0,1844.2
citizen,2,en,16.0,18.4,262.4,280.8,5616.0,702.0
DACA,1,en,18.0,34.1,511.3,545.4,10908.0,1363.5
citizen,2,es,10.5,16.8,370.0,386.8,7736.0,967.0
permanent_resident,1,es,18.0,28.4,498.3,526.7,10534.0,1316.8
permanent_resident,3,en,11.33,11.3,347.1,358.4,7168.0,896.0
undocumented,5,en,12.0,26.2,757.2,783.4,15668.0,1958.5
citizen,2,en,13.0,13.8,272.6,286.4,5728.0,716.0
